City_ID,City,Lat,Lng,Weather,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Rain Fall,Snow Fall
281,Ukiah,39.15,-123.21,clear sky,78.8,31,1,10.29,US,2020-04-16 22:47:17,0.0,0.0
282,Champerico,14.3,-91.92,scattered clouds,87.1,60,33,6.22,GT,2020-04-16 22:48:53,0.0,0.0
283,Kloulklubed,7.04,134.26,light rain,82.15,82,24,16.24,PW,2020-04-16 22:48:53,0.39,0.0
284,Tuatapere,-46.13,167.68,light rain,46.0,95,98,5.01,NZ,2020-04-16 22:48:53,2.01,0.0
285,Machilipatnam,16.17,81.13,few clouds,79.36,86,13,7.38,IN,2020-04-16 22:48:53,0.0,0.0
286,Ramon,16.78,121.53,broken clouds,78.84,76,70,1.83,PH,2020-04-16 22:48:53,0.0,0.0
287,Axim,4.87,-2.24,light rain,82.33,85,74,10.04,GH,2020-04-16 22:48:53,0.39,0.0
288,Tamandare,-8.76,-35.1,moderate rain,81.32,81,97,12.12,BR,2020-04-16 22:48:54,5.97,0.0
289,Sawakin,19.11,37.33,clear sky,72.88,52,0,3.58,SD,2020-04-16 22:48:54,0.0,0.0
290,Vila Velha,-20.33,-40.29,scattered clouds,78.8,83,40,10.29,BR,2020-04-16 22:46:42,0.0,0.0
291,Kyabe,9.45,18.94,clear sky,84.65,12,8,3.83,TD,2020-04-16 22:48:54,0.0,0.0
292,Kismayo,-0.36,42.55,light rain,82.72,80,99,6.8,SO,2020-04-16 22:48:54,0.45,0.0
293,Iqaluit,63.75,-68.51,broken clouds,12.0,72,75,23.04,CA,2020-04-16 22:48:55,0.0,0.0
294,Bosaso,11.28,49.18,light rain,83.19,72,10,3.2,SO,2020-04-16 22:48:55,0.19,0.0
295,Hambantota,6.12,81.12,few clouds,79.86,82,16,3.85,LK,2020-04-16 22:48:55,0.0,0.0
296,Rabat,33.99,-6.84,scattered clouds,63.0,93,40,4.7,MA,2020-04-16 22:44:42,0.0,0.0
297,Sambava,-14.27,50.17,light rain,74.32,87,14,8.3,MG,2020-04-16 22:48:55,1.26,0.0
298,Balkanabat,39.51,54.37,scattered clouds,60.49,47,27,3.67,TM,2020-04-16 22:48:55,0.0,0.0
299,Baiyin,36.56,104.21,overcast clouds,45.0,31,91,6.71,CN,2020-04-16 22:48:56,0.0,0.0
300,Panama City,8.99,-79.52,scattered clouds,89.6,88,40,8.05,PA,2020-04-16 22:47:12,0.0,0.0
301,Riyadh,24.69,46.72,clear sky,69.8,49,0,2.24,SA,2020-04-16 22:44:30,0.0,0.0
302,Bilibino,68.05,166.44,broken clouds,12.47,84,70,2.51,RU,2020-04-16 22:48:56,0.0,0.0
303,Hami,42.8,93.45,overcast clouds,63.54,22,95,9.64,CN,2020-04-16 22:48:56,0.0,0.0
304,Cayenne,4.93,-52.33,light rain,78.8,83,92,4.7,GF,2020-04-16 22:48:57,0.16,0.0
305,Beringovskiy,63.05,179.32,light snow,24.93,96,97,18.07,RU,2020-04-16 22:48:57,0.0,0.23
306,Kasongo-Lunda,-6.47,16.82,light rain,72.5,78,100,0.98,CD,2020-04-16 22:48:57,2.53,0.0
307,Zhuhai,22.28,113.57,scattered clouds,73.99,100,40,3.36,CN,2020-04-16 22:48:57,0.0,0.0
308,Kamenka,51.32,42.77,light rain,44.01,88,78,5.99,RU,2020-04-16 22:48:57,0.17,0.0
309,Bardiyah,31.76,25.09,clear sky,57.47,74,1,8.59,LY,2020-04-16 22:48:58,0.0,0.0
310,Esperance,-33.87,121.9,broken clouds,53.6,87,75,8.05,AU,2020-04-16 22:48:58,0.0,0.0
311,Pocone,-16.26,-56.62,clear sky,71.35,62,6,5.82,BR,2020-04-16 22:48:58,0.0,0.0
312,Torbay,47.67,-52.73,light rain,37.0,86,90,20.8,CA,2020-04-16 22:48:58,0.0,0.0
313,Cascais,38.7,-9.42,broken clouds,61.0,93,75,13.87,PT,2020-04-16 22:48:59,0.0,0.0
314,Kargasok,59.06,80.86,broken clouds,33.28,95,68,3.06,RU,2020-04-16 22:48:59,0.0,0.0
315,Nalut,30.33,10.85,broken clouds,72.05,43,61,9.8,LY,2020-04-16 22:48:59,0.0,0.0
316,Trelew,-43.25,-65.31,broken clouds,76.77,34,82,10.56,AR,2020-04-16 22:48:59,0.0,0.0
317,Bata,1.86,9.77,thunderstorm with heavy rain,77.0,100,90,21.92,GQ,2020-04-16 22:48:59,0.0,0.0
318,Plyussa,58.43,29.37,broken clouds,34.7,94,78,11.48,RU,2020-04-16 22:49:00,0.0,0.0
319,Klaksvik,62.23,-6.59,broken clouds,39.2,86,51,10.54,FO,2020-04-16 22:49:00,0.0,0.0
320,Bredy,52.42,60.34,light rain,42.4,80,100,10.78,RU,2020-04-16 22:49:00,1.11,0.0
321,Thompson,55.74,-97.86,light snow,28.4,50,75,9.17,CA,2020-04-16 22:47:56,0.0,0.0
322,Oranjemund,-28.55,16.43,clear sky,55.96,82,5,6.38,NA,2020-04-16 22:49:01,0.0,0.0
323,Lansing,42.73,-84.56,broken clouds,41.0,40,75,18.34,US,2020-04-16 22:47:44,0.0,0.0
324,La Paz,-16.5,-68.15,scattered clouds,50.0,43,40,11.41,BO,2020-04-16 22:45:02,0.0,0.0
325,Nome,64.5,-165.41,light rain,34.0,100,90,16.11,US,2020-04-16 22:49:01,0.0,0.0
326,Jalu,29.03,21.55,broken clouds,66.31,38,82,7.96,LY,2020-04-16 22:49:01,0.0,0.0
327,Hofn,64.25,-15.21,scattered clouds,40.71,69,39,12.82,IS,2020-04-16 22:49:02,0.0,0.0
328,Corn Island,12.17,-83.04,clear sky,81.81,75,1,15.21,NI,2020-04-16 22:49:02,0.0,0.0
329,Rio Gallegos,-51.62,-69.22,light rain,60.8,51,75,10.29,AR,2020-04-16 22:44:51,0.0,0.0
330,Prince Rupert,54.32,-130.32,overcast clouds,46.4,93,90,3.36,CA,2020-04-16 22:49:02,0.0,0.0
331,Severnoye,56.35,78.36,clear sky,37.6,87,2,4.32,RU,2020-04-16 22:49:02,0.0,0.0
332,Dourados,-22.22,-54.81,clear sky,58.84,54,0,6.51,BR,2020-04-16 22:45:05,0.0,0.0
333,Salinopolis,-0.61,-47.36,overcast clouds,81.18,78,94,4.85,BR,2020-04-16 22:44:52,0.0,0.0
334,Ladario,-19.0,-57.6,clear sky,66.06,49,0,4.32,BR,2020-04-16 22:49:03,0.0,0.0
335,Dombasle-Sur-Meurthe,48.63,6.35,broken clouds,59.0,71,54,2.24,FR,2020-04-16 22:49:03,0.0,0.0
336,Saldanha,-33.01,17.94,broken clouds,59.0,87,83,2.24,ZA,2020-04-16 22:44:23,0.0,0.0
337,Yeniseysk,58.45,92.17,scattered clouds,34.81,87,48,0.83,RU,2020-04-16 22:49:03,0.0,0.0
338,Hovd,48.01,91.64,light snow,40.19,48,100,3.36,MN,2020-04-16 22:49:04,0.0,0.27
339,Porto Novo,6.5,2.6,scattered clouds,86.0,84,40,11.41,BJ,2020-04-16 22:49:04,0.0,0.0
340,Chiman,32.55,73.81,smoke,77.0,69,40,2.51,PK,2020-04-16 22:49:04,0.0,0.0
341,Remanso,-9.62,-42.08,light rain,75.97,73,23,6.02,BR,2020-04-16 22:49:04,0.28,0.0
342,Alice Springs,-23.7,133.88,broken clouds,62.6,59,66,5.82,AU,2020-04-16 22:49:04,0.0,0.0
343,Mangai,-4.05,19.53,light rain,73.4,85,99,1.99,CD,2020-04-16 22:49:04,0.17,0.0
344,Whitehorse,60.72,-135.05,light intensity shower rain,51.8,53,75,3.36,CA,2020-04-16 22:49:05,0.0,0.0
345,Vilhena,-12.74,-60.15,scattered clouds,75.2,88,40,6.93,BR,2020-04-16 22:47:58,0.0,0.0
346,Kununurra,-15.77,128.73,overcast clouds,73.4,94,97,3.36,AU,2020-04-16 22:49:05,0.0,0.0
347,Tukrah,32.53,20.58,clear sky,56.25,78,2,12.86,LY,2020-04-16 22:49:05,0.0,0.0
348,Sur,22.57,59.53,scattered clouds,79.84,58,42,5.73,OM,2020-04-16 22:49:05,0.0,0.0
349,Kadoshkino,54.03,44.42,light rain,38.89,87,100,14.94,RU,2020-04-16 22:49:05,1.36,0.0
350,Touros,-5.2,-35.46,few clouds,78.8,88,20,4.7,BR,2020-04-16 22:48:07,0.0,0.0
351,Otukpo,7.19,8.13,scattered clouds,83.01,69,47,10.65,NG,2020-04-16 22:49:06,0.0,0.0
352,Constitucion,-35.33,-72.42,scattered clouds,56.01,82,33,5.53,CL,2020-04-16 22:49:06,0.0,0.0
353,Garden City,42.33,-83.33,scattered clouds,44.01,33,40,17.22,US,2020-04-16 22:49:06,0.0,0.0
354,Vao,-22.67,167.48,few clouds,74.79,63,22,9.84,NC,2020-04-16 22:49:06,0.0,0.0
355,Chivilcoy,-34.9,-60.02,clear sky,60.01,61,0,5.91,AR,2020-04-16 22:49:06,0.0,0.0
356,Todos Santos,23.45,-110.22,broken clouds,84.99,41,75,12.75,MX,2020-04-16 22:46:03,0.0,0.0
357,Chara,56.91,118.26,light snow,27.28,77,74,6.46,RU,2020-04-16 22:49:07,0.0,0.49
358,Hasaki,35.73,140.83,broken clouds,51.01,70,75,10.29,JP,2020-04-16 22:49:07,0.0,0.0
359,Bryan,30.67,-96.37,clear sky,77.0,41,1,10.29,US,2020-04-16 22:45:30,0.0,0.0
360,High River,50.58,-113.87,few clouds,48.99,16,20,5.82,CA,2020-04-16 22:49:07,0.0,0.0
361,Jumla,29.27,82.18,overcast clouds,48.13,25,85,3.56,NP,2020-04-16 22:49:07,0.0,0.0
362,Rizhao,35.43,119.46,few clouds,60.78,39,12,10.42,CN,2020-04-16 22:44:12,0.0,0.0
363,Asau,46.43,26.4,scattered clouds,50.0,53,28,6.93,RO,2020-04-16 22:49:08,0.0,0.0
364,Lorengau,-2.02,147.27,moderate rain,82.04,77,99,6.6,PG,2020-04-16 22:44:08,3.3,0.0
365,Bethlehem,-1.46,-48.5,thunderstorm,80.6,83,20,2.24,BR,2020-04-16 22:46:20,0.0,0.0
366,Horadiz,39.45,47.34,broken clouds,50.0,87,51,18.34,AZ,2020-04-16 22:49:08,0.0,0.0
367,Sitka,57.05,-135.33,mist,46.4,93,90,5.82,US,2020-04-16 22:49:09,0.0,0.0
368,Trairi,-3.28,-39.27,light rain,79.88,84,45,8.05,BR,2020-04-16 22:49:09,0.49,0.0
369,Pitimbu,-7.47,-34.81,broken clouds,77.0,94,75,4.7,BR,2020-04-16 22:49:09,0.0,0.0
370,Flinders,-34.58,150.86,clear sky,73.0,55,3,12.75,AU,2020-04-16 22:49:09,0.0,0.0
371,Roma,43.21,-75.46,broken clouds,37.99,37,75,17.22,US,2020-04-16 22:48:10,0.0,0.0
372,Great Falls,47.5,-111.3,clear sky,42.01,32,1,12.75,US,2020-04-16 22:44:25,0.0,0.0
373,Strakonice,49.26,13.9,broken clouds,50.0,57,62,5.59,CZ,2020-04-16 22:49:10,0.0,0.0
374,Wahiawa,21.5,-158.02,broken clouds,82.4,65,75,16.11,US,2020-04-16 22:49:10,0.0,0.0
375,Garissa,-0.45,39.64,broken clouds,80.15,72,74,10.04,KE,2020-04-16 22:49:10,0.0,0.0
376,Japura,-0.32,102.35,overcast clouds,74.95,95,100,1.14,ID,2020-04-16 22:49:10,0.0,0.0
377,Sao Joao Da Barra,-21.64,-41.05,broken clouds,74.48,91,59,9.42,BR,2020-04-16 22:49:10,0.0,0.0
378,Paamiut,61.99,-49.67,light snow,27.43,92,93,11.32,GL,2020-04-16 22:49:11,0.0,0.2
379,Mayumba,-3.43,10.66,light rain,79.16,81,100,2.66,GA,2020-04-16 22:49:11,0.19,0.0
380,Palu,-0.89,119.87,scattered clouds,82.74,69,29,2.84,ID,2020-04-16 22:49:11,0.0,0.0
381,Baeza,37.99,-3.47,overcast clouds,55.99,71,100,1.01,ES,2020-04-16 22:49:11,0.0,0.0
382,Dryden,49.78,-92.75,overcast clouds,32.0,74,90,10.29,CA,2020-04-16 22:49:11,0.0,0.0
383,Pokhara,28.23,83.98,scattered clouds,62.85,33,35,3.65,NP,2020-04-16 22:44:29,0.0,0.0
384,Maceio,-9.67,-35.74,scattered clouds,77.0,94,40,5.82,BR,2020-04-16 22:44:45,0.0,0.0
385,Tarrega,41.65,1.14,overcast clouds,59.0,81,98,14.99,ES,2020-04-16 22:49:12,0.0,0.0
386,Tanout,14.97,8.89,overcast clouds,79.43,13,92,9.71,NE,2020-04-16 22:49:12,0.0,0.0
387,Aksu,41.12,80.26,light rain,54.9,43,100,10.45,CN,2020-04-16 22:44:53,0.57,0.0
388,Matamoros,25.53,-103.25,broken clouds,91.4,10,75,6.93,MX,2020-04-16 22:49:12,0.0,0.0
389,Voi,-3.39,38.56,overcast clouds,73.06,72,92,5.66,KE,2020-04-16 22:49:12,0.0,0.0
390,Lixourion,38.2,20.43,clear sky,53.01,23,0,3.0,GR,2020-04-16 22:49:13,0.0,0.0
391,Caravelas,-17.71,-39.25,light rain,78.21,86,30,6.73,BR,2020-04-16 22:49:13,0.11,0.0
392,Dickinson,29.46,-95.05,scattered clouds,75.2,53,40,17.22,US,2020-04-16 22:47:56,0.0,0.0
393,Acajutla,13.59,-89.83,clear sky,81.0,86,8,1.99,SV,2020-04-16 22:49:13,0.0,0.0
394,Madras,13.09,80.28,scattered clouds,82.99,83,40,3.36,IN,2020-04-16 22:47:49,0.0,0.0
395,Madang,-5.22,145.8,light rain,83.35,72,93,3.11,PG,2020-04-16 22:49:14,1.81,0.0
396,Ak-Dovurak,51.18,90.6,light rain,40.3,51,49,0.85,RU,2020-04-16 22:49:14,0.24,0.0
397,Andenes,69.31,16.12,light snow,33.8,86,92,4.7,NO,2020-04-16 22:49:14,0.0,0.68
398,Longyearbyen,78.22,15.64,scattered clouds,28.4,79,40,4.56,SJ,2020-04-16 22:46:09,0.0,0.0
399,Boyolangu,-8.12,111.89,light rain,79.79,81,69,3.2,ID,2020-04-16 22:49:14,0.23,0.0
400,Doha,25.29,51.53,clear sky,72.0,88,0,3.36,QA,2020-04-16 22:44:46,0.0,0.0
401,Poum,-20.23,164.02,clear sky,78.42,79,8,9.6,NC,2020-04-16 22:49:15,0.0,0.0
402,Victor Harbor,-35.57,138.62,light intensity shower rain,60.8,72,75,18.34,AU,2020-04-16 22:49:15,0.0,0.0
403,Nampula,-15.12,39.27,clear sky,73.4,94,6,4.7,MZ,2020-04-16 22:49:15,0.0,0.0
404,Zdvinsk,54.7,78.66,scattered clouds,40.42,79,47,4.36,RU,2020-04-16 22:49:15,0.0,0.0
405,Punahana,27.87,77.2,overcast clouds,91.99,2,100,5.93,IN,2020-04-16 22:49:16,0.0,0.0
406,Huambo,-12.78,15.74,few clouds,59.29,57,14,2.28,AO,2020-04-16 22:49:16,0.0,0.0
407,Senador Guiomard,-10.15,-67.74,overcast clouds,71.6,100,90,5.82,BR,2020-04-16 22:49:16,0.0,0.0
408,Taltal,-25.4,-70.48,clear sky,64.49,69,4,3.98,CL,2020-04-16 22:49:17,0.0,0.0
409,Naze,28.37,129.48,scattered clouds,62.6,88,40,2.24,JP,2020-04-16 22:49:17,0.0,0.0
410,Sumbawanga,-7.97,31.62,light rain,59.74,59,97,4.32,TZ,2020-04-16 22:49:17,1.26,0.0
411,Minuri,16.54,121.86,light rain,79.7,72,86,0.69,PH,2020-04-16 22:49:18,0.13,0.0
412,Kavieng,-2.57,150.8,heavy intensity rain,77.56,92,100,20.78,PG,2020-04-16 22:49:18,13.42,0.0
413,Marsh Harbour,26.54,-77.06,light rain,75.76,88,57,20.22,BS,2020-04-16 22:49:18,0.67,0.0
414,Belaya Gora,68.53,146.42,overcast clouds,1.08,92,100,8.84,RU,2020-04-16 22:49:19,0.0,0.0
415,Vanavara,60.34,102.28,snow,32.79,85,100,10.47,RU,2020-04-16 22:49:19,0.0,2.72
416,Alzey,49.75,8.12,clear sky,62.01,62,1,2.15,DE,2020-04-16 22:49:19,0.0,0.0
417,Namwala,-15.75,26.44,clear sky,66.96,56,5,2.89,ZM,2020-04-16 22:49:19,0.0,0.0
418,Jati,24.35,68.27,overcast clouds,79.09,67,100,10.92,PK,2020-04-16 22:49:19,0.0,0.0
419,Sindor,62.86,51.89,light snow,32.81,88,100,11.32,RU,2020-04-16 22:49:19,0.0,0.37
420,Emerald,-23.53,148.17,clear sky,73.99,83,0,5.82,AU,2020-04-16 22:49:20,0.0,0.0
421,Kuldur,49.22,131.63,clear sky,54.16,32,0,2.42,RU,2020-04-16 22:49:20,0.0,0.0
422,Mishkino,55.34,63.92,overcast clouds,47.62,50,100,18.57,RU,2020-04-16 22:49:20,0.0,0.0
423,Ossora,59.24,163.07,few clouds,28.22,94,16,3.87,RU,2020-04-16 22:49:20,0.0,0.0
424,Grants Pass,42.44,-123.33,clear sky,73.4,10,1,14.99,US,2020-04-16 22:45:38,0.0,0.0
425,Nhamunda,-2.19,-56.71,light rain,75.81,93,80,1.03,BR,2020-04-16 22:49:20,0.98,0.0
426,Margate,51.38,1.39,clear sky,51.01,81,0,8.05,GB,2020-04-16 22:49:21,0.0,0.0
427,Pahalgam,34.03,75.33,overcast clouds,39.09,26,93,5.61,IN,2020-04-16 22:49:21,0.0,0.0
428,Xingyi,24.19,102.82,scattered clouds,60.66,42,41,3.85,CN,2020-04-16 22:49:21,0.0,0.0
429,Saint-Joseph,-21.37,55.62,light rain,75.2,69,19,16.11,RE,2020-04-16 22:49:21,0.14,0.0
430,Mahibadhoo,3.78,72.97,scattered clouds,85.35,67,33,5.77,MV,2020-04-16 22:49:22,0.0,0.0
431,Kemi,65.86,24.82,overcast clouds,32.0,95,100,9.17,FI,2020-04-16 22:49:22,0.0,0.0
432,Mitrofanovka,49.97,39.69,light rain,42.44,73,76,14.88,RU,2020-04-16 22:49:22,0.19,0.0
433,Okhotsk,59.38,143.3,few clouds,23.36,84,18,9.28,RU,2020-04-16 22:49:22,0.0,0.0
434,Kamaishi,39.27,141.88,clear sky,47.43,54,3,3.76,JP,2020-04-16 22:49:22,0.0,0.0
435,Ostersund,63.18,14.64,scattered clouds,33.01,85,31,23.04,SE,2020-04-16 22:44:41,0.0,0.0
436,Port-Gentil,-0.72,8.78,thunderstorm with light rain,80.6,94,40,2.24,GA,2020-04-16 22:49:23,0.0,0.0
437,Iskateley,67.68,53.15,overcast clouds,29.91,96,100,12.8,RU,2020-04-16 22:49:23,0.0,0.0
438,Tastur,36.55,9.44,few clouds,62.6,88,11,1.57,TN,2020-04-16 22:49:23,0.0,0.0
439,Longyan,25.11,117.02,clear sky,64.99,99,0,2.28,CN,2020-04-16 22:49:23,0.0,0.0
440,Pimentel,-6.84,-79.93,few clouds,66.2,29,17,26.4,PE,2020-04-16 22:49:23,0.0,0.0
441,Severo-Kurilsk,50.68,156.12,overcast clouds,31.28,95,96,13.29,RU,2020-04-16 22:49:24,0.0,0.0
442,Palmares Do Sul,-30.26,-50.51,clear sky,62.02,84,6,4.03,BR,2020-04-16 22:49:24,0.0,0.0
443,Laguna,38.42,-121.42,clear sky,82.0,34,1,4.7,US,2020-04-16 22:49:24,0.0,0.0
444,Te Anau,-45.42,167.72,light rain,55.99,71,85,4.54,NZ,2020-04-16 22:49:24,0.51,0.0
445,Isangel,-19.55,169.27,scattered clouds,78.39,76,46,16.31,VU,2020-04-16 22:49:24,0.0,0.0
446,Grand Gaube,-20.01,57.66,scattered clouds,75.2,73,40,12.75,MU,2020-04-16 22:49:25,0.0,0.0
447,Hauterive,46.09,3.45,overcast clouds,59.0,47,85,6.93,FR,2020-04-16 22:49:25,0.0,0.0
448,Broome,42.25,-75.83,overcast clouds,37.0,50,90,12.75,US,2020-04-16 22:49:25,0.0,0.0
449,Nchelenge,-9.35,28.73,light rain,71.4,65,100,4.59,ZM,2020-04-16 22:49:25,1.47,0.0
450,Sale,34.04,-6.82,scattered clouds,63.0,93,40,4.7,MA,2020-04-16 22:45:44,0.0,0.0
451,Umm Lajj,25.02,37.27,scattered clouds,75.56,38,25,3.4,SA,2020-04-16 22:49:26,0.0,0.0
452,Rassvet,46.83,40.75,broken clouds,45.61,64,66,26.31,RU,2020-04-16 22:49:26,0.0,0.0
453,Bud,39.45,-86.18,broken clouds,48.99,45,75,6.93,US,2020-04-16 22:49:26,0.0,0.0
454,Alexandria,31.22,29.96,scattered clouds,64.4,77,40,13.87,EG,2020-04-16 22:49:26,0.0,0.0
455,Igrim,63.19,64.42,light rain,41.47,94,100,11.61,RU,2020-04-16 22:49:26,1.87,0.0
456,Sakti,22.03,82.97,scattered clouds,80.22,23,25,2.06,IN,2020-04-16 22:49:26,0.0,0.0
457,Marystown,47.17,-55.15,scattered clouds,31.93,89,50,19.33,CA,2020-04-16 22:49:27,0.0,0.0
458,Maldonado,-34.67,-54.92,broken clouds,64.4,88,75,5.82,UY,2020-04-16 22:49:26,0.0,0.0
459,Ust-Ishim,57.69,71.17,overcast clouds,43.21,77,100,8.01,RU,2020-04-16 22:49:27,0.0,0.0
460,Melo,-32.37,-54.18,light rain,61.21,89,65,6.08,UY,2020-04-16 22:49:27,0.29,0.0
461,Katsuura,35.13,140.3,broken clouds,51.01,66,75,8.05,JP,2020-04-16 22:49:27,0.0,0.0
462,Vibo Valentia,38.7,16.13,scattered clouds,57.0,100,33,5.82,IT,2020-04-16 22:49:27,0.0,0.0
463,Kjollefjord,70.95,27.35,light snow,34.18,93,100,18.99,NO,2020-04-16 22:49:28,0.0,0.64
464,Alvaraes,-3.22,-64.8,scattered clouds,82.4,83,40,3.36,BR,2020-04-16 22:49:28,0.0,0.0
465,Husavik,66.04,-17.34,scattered clouds,41.0,65,37,21.92,IS,2020-04-16 22:49:28,0.0,0.0
466,Sovetskiy,61.36,63.58,light rain,42.8,92,100,9.26,RU,2020-04-16 22:49:28,0.9,0.0
467,Kibuye,-2.06,29.35,light rain,65.39,51,100,0.58,RW,2020-04-16 22:49:28,2.24,0.0
468,Bitung,1.45,125.18,few clouds,73.4,100,20,3.36,ID,2020-04-16 22:49:28,0.0,0.0
469,Yarmouth,41.71,-70.23,overcast clouds,45.0,52,90,16.51,US,2020-04-16 22:48:39,0.0,0.0
470,Hay River,60.82,-115.8,broken clouds,42.8,52,75,5.82,CA,2020-04-16 22:49:29,0.0,0.0
471,Oranjestad,12.52,-70.03,few clouds,84.2,66,20,19.46,AW,2020-04-16 22:49:29,0.0,0.0
472,Namibe,-15.2,12.15,clear sky,75.2,61,0,5.41,AO,2020-04-16 22:49:29,0.0,0.0
473,Quang Ngai,15.12,108.8,overcast clouds,76.3,80,95,5.14,VN,2020-04-16 22:49:29,0.0,0.0
474,Independence,39.09,-94.42,light rain,48.99,61,90,13.87,US,2020-04-16 22:49:30,0.0,0.0
475,Maltahohe,-24.83,16.98,overcast clouds,61.74,17,89,9.86,NA,2020-04-16 22:49:30,0.0,0.0
476,Lagoa,39.05,-27.98,light rain,59.43,81,7,13.82,PT,2020-04-16 22:49:30,0.24,0.0
477,Inhambane,-23.86,35.38,scattered clouds,76.51,85,48,5.7,MZ,2020-04-16 22:49:30,0.0,0.0
478,Milkovo,54.72,158.62,overcast clouds,35.62,75,97,2.55,RU,2020-04-16 22:49:30,0.0,0.0
479,Putol,13.99,120.73,few clouds,82.4,74,20,3.36,PH,2020-04-16 22:49:31,0.0,0.0
480,Yatou,37.15,122.38,light rain,53.58,70,15,10.13,CN,2020-04-16 22:49:31,0.15,0.0
481,Portoferraio,42.81,10.31,clear sky,57.0,82,4,4.7,IT,2020-04-16 22:49:31,0.0,0.0
482,Kerouane,9.27,-9.02,few clouds,79.54,46,14,1.41,GN,2020-04-16 22:49:31,0.0,0.0
483,Whyalla,-33.03,137.58,few clouds,50.0,87,15,5.82,AU,2020-04-16 22:49:31,0.0,0.0
484,Zinder,13.81,8.99,clear sky,79.68,13,0,10.16,NE,2020-04-16 22:49:31,0.0,0.0
485,Scoarta,45.02,23.45,scattered clouds,46.11,64,37,1.16,RO,2020-04-16 22:49:32,0.0,0.0
486,Vavatenina,-17.47,49.2,light rain,71.01,85,57,5.61,MG,2020-04-16 22:49:32,1.29,0.0
487,Punta Alta,-38.88,-62.07,scattered clouds,65.68,52,28,11.68,AR,2020-04-16 22:46:39,0.0,0.0
488,Ribeira Brava,32.65,-17.07,few clouds,62.6,63,20,6.93,PT,2020-04-16 22:49:32,0.0,0.0
489,Oktyabrskiy,54.48,53.47,scattered clouds,35.11,81,37,11.18,RU,2020-04-16 22:49:33,0.0,0.0
490,Nioro,13.35,-15.75,scattered clouds,79.88,35,33,4.09,GM,2020-04-16 22:49:33,0.0,0.0
491,Bobo Dioulasso,11.18,-4.3,dust,91.4,33,30,5.12,BF,2020-04-16 22:47:43,0.0,0.0
492,Baijiantan,45.63,85.18,overcast clouds,53.28,66,97,3.94,CN,2020-04-16 22:49:33,0.0,0.0
493,Guerrero Negro,27.98,-114.06,overcast clouds,72.0,35,100,14.79,MX,2020-04-16 22:49:33,0.0,0.0
494,Eyl,7.98,49.82,light rain,83.16,75,4,9.17,SO,2020-04-16 22:49:34,0.21,0.0
495,Russell,32.35,-85.2,clear sky,72.0,24,1,4.7,US,2020-04-16 22:49:34,0.0,0.0
496,Talaya,61.38,152.75,light snow,10.96,86,100,7.54,RU,2020-04-16 22:49:34,0.0,0.56
497,Luchenza,-16.01,35.31,clear sky,67.8,68,5,3.24,MW,2020-04-16 22:49:34,0.0,0.0
498,Goryachegorsk,55.41,88.92,light snow,34.07,78,95,5.17,RU,2020-04-16 22:49:34,0.0,0.25
499,Komsomolskiy,40.43,71.72,broken clouds,50.0,76,65,0.74,UZ,2020-04-16 22:49:34,0.0,0.0
500,Sao Jose Da Coroa Grande,-8.9,-35.15,moderate rain,81.21,80,97,12.26,BR,2020-04-16 22:49:35,6.16,0.0
501,Ancud,-41.87,-73.82,overcast clouds,59.0,100,90,20.8,CL,2020-04-16 22:49:35,0.0,0.0
502,Rio Grande,-32.03,-52.1,clear sky,63.0,84,7,12.71,BR,2020-04-16 22:48:43,0.0,0.0
503,Viedma,-40.81,-63.0,broken clouds,71.35,37,63,16.4,AR,2020-04-16 22:49:35,0.0,0.0
504,Beterou,9.2,2.26,few clouds,85.91,49,15,5.21,BJ,2020-04-16 22:49:35,0.0,0.0
505,Letlhakane,-21.42,25.58,clear sky,69.22,17,0,9.84,BW,2020-04-16 22:49:36,0.0,0.0
506,Makakilo City,21.35,-158.09,broken clouds,82.4,65,75,16.11,US,2020-04-16 22:49:36,0.0,0.0
507,Aripuana,-9.17,-60.63,light rain,72.95,93,43,1.79,BR,2020-04-16 22:49:36,0.12,0.0
508,Srednekolymsk,67.45,153.68,overcast clouds,6.75,92,100,9.95,RU,2020-04-16 22:49:36,0.0,0.0
509,Sechura,-5.56,-80.82,broken clouds,75.79,68,66,17.11,PE,2020-04-16 22:49:36,0.0,0.0
510,Elban,50.1,136.51,clear sky,49.24,45,0,7.36,RU,2020-04-16 22:49:37,0.0,0.0
511,Patan,27.67,85.33,broken clouds,64.4,93,75,2.24,NP,2020-04-16 22:49:37,0.0,0.0
512,Dudinka,69.41,86.18,overcast clouds,21.2,73,92,17.9,RU,2020-04-16 22:49:37,0.0,0.0
513,Springboro,39.55,-84.23,few clouds,51.8,31,20,11.41,US,2020-04-16 22:48:02,0.0,0.0
514,Amapa,1.0,-52.0,light rain,75.31,87,88,2.77,BR,2020-04-16 22:49:38,2.44,0.0
515,Tazovskiy,67.47,78.7,broken clouds,19.63,98,68,2.64,RU,2020-04-16 22:49:38,0.0,0.0
516,Sisimiut,66.94,-53.67,light snow,26.8,91,99,11.79,GL,2020-04-16 22:49:38,0.0,0.16
517,Hermosillo,29.07,-110.97,overcast clouds,86.0,17,100,11.01,MX,2020-04-16 22:49:38,0.0,0.0
518,Angoche,-16.23,39.91,light rain,77.41,81,0,2.24,MZ,2020-04-16 22:49:38,0.11,0.0
